emotion,user_message,assistant_reply,bad_reply,self_focused,empathetic
sentimental,"I hung out with one of my old friends yesterday. We had a good time talking about the things we used to get into, back in the day.",What kind of things did you all like to do? Sounds like it was fun to catch up.,False,False,True
sentimental,Just general teenage tomfoolery. Nothing too serious. Silly things that kids do.,Was he one of your best friends? Sounds like you have some more catching up yo do!,False,False,True
caring,I just found out a friend at work is pregnant!,"Wow, exciting! Is this going to be your friend's first child?",False,False,True
caring,Second actually. have to be a bit careful though. We work around some dangerous chemicals.,That sounds scary. How often do children of the employees at your work end up harmed because of the chemicals?,False,False,True
impressed,"I came back home and noticed my younger brother kept everywhere clean, It pleased me",That's a pleasant surprise! Is this out of the ordinary?,False,False,True
excited,I felt on top of the world when i recieved the present,What type of present was it? It must have been pretty special.,False,False,True
caring,"I found some kittens in an abandoned house recently. They were so malnourished, I took them home, fed them, and now they're part of the family.","You did so well,have you given them names?",False,False,True
anxious,I was diagnosed with a inguinal hernia yesterday. The amount of stress and anxiety is through the roof for me right now.,Holy crap! Can it be remedied?,False,False,True
faithful,I've been married nearly eight years and someone hit on me last week. Luckily we have always been happy together or else that could have taken a weird turn.,I bet it felt good though? That's good that you're happily married!,False,False,True
faithful,It did! I guess I've 'still got it!' Ha!,That's the spirit! It's a positive thing so long as you remain faithful. Did you tell your significant other?,False,False,True
sentimental,"I felt pity on my boyfriend last week, but I wanted to leave him",Oh yeah? Did you get it worked out?,False,False,True
sentimental,"No, he convinced me, so I stayed. But don't like his attitude",Have you considered couples therapy to try and work things out?,False,False,True
devastated,"I bought a brand new jeep, and it's damaged already. I'm upset.","Oh no, that is not cool. What happened?",False,False,True
trusting,i got permission to begin a start up company by my own.. i am so excited,"Wow, that sounds exciting! I hope everything works out for you!",False,False,True
terrified,Lately at night when I go to sleep I've been having sleep paralysis. It feels terrifying! Like someone is in the room with me.,That's horrible. Have you any idea what might have caused it?,False,False,True
devastated,"A few years ago, my employer of 13 years shut their doors and we all were laid off. I would probably have stayed at that place my entire career if it hadn't closed.",That must have been devastating. Did it take you a long time to find a new position?,False,False,True
content,"Aww! I've only the one right now, but he is the cuddliest kitty. Demands to be under the blankets with me most nights.","That is sweet. My cats have human names, lol. What about yours?",False,False,True
surprised,I was given a beffitting birthday by my sibblings,How old did you turn? I hope you guys had some cake too!,False,False,True
caring,I feel such love and joy towards my sister's new baby. It's overwhelming.,"Oh wow, that is wonderful. Is it a girl or boy?",False,False,True
caring,"It's a girl. My first niece, and she's beautiful.",Congratulations! Babies are amazing. I have two of my own. Do you have any of your own?,False,False,True
joyful,I got to see my baby born on Friday. My first son was born and is in healthy shape.,wow that must have been so hard to do! i am so proud of you worker_2 how do you feel?,False,False,True
trusting,We are so close and always believe in each other,Are you talking about me or someone else?,False,False,True
trusting,She had a genuine personality that made you feel comfortable almost immediately.,Who was she because she sounds special? Someone close to you?,False,False,True
trusting,She became one of my closest friends and confidant.,Did she pass away recently? I hope everything is ok.,False,False,True
afraid,My car keeps overheating and it's definitely not a good sign. I'm afraid I may have to find a new car soon.,Do you know what kind of car you want to get?,False,False,True
afraid,Possibly a truck this time. I've never had the pleasure of owning one.,What kind of things would you use the truck for?,False,False,True
surprised,I had no clue what I was going to make for supper. When I got home my husband had fixed us a wonderful meal.,"wow! that's so nice of him, what did he make?",False,False,True
ashamed,everyone around me was pointing and laughing. I think I saw a couple of smartphones whip out and people taking pictures,What really happened?,False,False,True
ashamed,I couldnt help myself esteem,oh no. what happened?,False,False,True
embarrassed,"I went to Seattle once and it is such a pretty city. But the rain, oh the rain. I fell right in front of this cute guy.",Did he try to help you up? I've always wanted to see Seattle!,False,False,True
embarrassed,"He didn't at all. I felt so clumsy! Seattle is nice, but don't go in March.",I'll remember not to go in March! I'm sorry you fell I hope you're not hurt!,False,False,True
annoyed,"I got so mad, when my little sister spilled oil on my white trouser","Oh, that's rough. I bet that ruined them, didn't it?",False,False,True
grateful,"It felt so good to see him again, it's been so long. I just hope he keeps coming around because I miss him a lot.",Does he live near you?,False,False,True
lonely,These days I feel so isolated and alone. My daughter moved out so it's only me these days.,That is a hard stage of life that I am not looking forward to! Do you get to talk to her often?,False,False,True
sentimental,"My grandmother is such a wonderful person and when I was 5 years old, she crocheted me the most beautiful pink and blue baby doll blanket.",Do you still have the blanket? That's an amazing gift from a wonderful part of your family.,False,False,True
devastated,We have recovered finally. We ended up having to live in a hotel for a few weeks until we found a new place to live. Our family was very helpful.,That's great news! Did you have insurance?,False,False,True
trusting,"I was really scared about the possibility of losing my cat to a bad illness, but I was lucky that the vet worked hard to find out what was wrong.","Oh wow, I'm glad the vet was able to do that. It must have been scary.",False,False,True
embarrassed,My shorts fell down one time in gym class.,"Oh wow, that is super embarrassing. Did anyone take a picture?",False,False,True
prepared,"I filled out all of my ""new patient"" paper work before my appointment with my new doctor.",Did it take a long time to complete?,False,False,True
prepared,"Not too long, maybe 15 minutes? The nurses commented that they were really happy they didn't have to wait on me to do it in the office lol","That's awesome! I am glad it didn't take long, because those have been a pain in the past for me.",False,False,True
prepared,Did it take a long time to complete?,"Not too long, maybe 15 minutes? The nurses commented that they were really happy they didn't have to wait on me to do it in the office lol",False,False,True
faithful,It is hard to make a decision to take a new job when you have been with one employer for a long time.,I agree. Do you find yourself in that situation right now?,False,False,True
prepared,"Me too, been researching everything I can about them so I am ready for it.",What type of job is it?,False,False,True
trusting,How can a mother do that to a child?,"Oh no, do what?",False,False,True
confident,I'm installing a new dishwasher in my kitchen today!,That is great! Are you doing it yourself or are you hiring someone to help you out?,False,False,True
confident,"I'm doing it myself! I've never done it, but I watched a bunch of YouTube videos, so I feel like I'm ready to tackle this job!","That sounds exciting, it is always nice to have new kitchen appliances! I hope all goes well",False,False,True
lonely,That sounds like a great idea! I would love to just dance and shake off all these bad vibes! :),That sounds like fun! And a great cure for loneliness!,False,False,True
lonely,I'm sorry to hear that! Maybe you can find a local club so you can meet people with similar interests!,That sounds like a great idea! I would love to just dance and shake off all these bad vibes! :),False,False,True
caring,Hello! I was really worried about my son the other day.,"Oh no, what was wrong?",False,False,True
caring,He came home from school and said it was a bad day. He seemed very down.,"Aw, did it turn out okay?",False,False,True
embarrassed,Oh my goodness! I did that after swimming one day. I was so busy getting the kids dressed that I forgot to clean my face. Black mascara all down my cheeks.,Did anyone tell you? I completely forgot I even had it on until I got home.,False,False,True
embarrassed,My son was potty training when he was 2 and he ran out at a party without his pants on! My jaw dropped and I couldn't hide my red face!,Were there other parents there? I think that anyone who has kids would understand.,False,False,True
ashamed,"Hey there, I had an embarrassing situation today..","Oh, I'm sorry to hear that! It can be tough when we feel that we have lost face in front of others.",False,False,True
apprehensive,I was rather nervous the other night when I was waiting to sing at a concert.,Oh wow! How did it go?,False,False,True
sentimental,A few months ago I found some old family pictures. It made me miss old times,Were they from when you were a kid?,False,False,True
furious,I'm so mad at my neighbor! He's working on his home and dropped nails in the street.,Oh no! Does he do that a lot?,False,False,True
devastated,Last year my grandmother passed away. It's still hard to cope with,"Oh, I'm sorry to hear that. Losing a family member is so hard.",False,False,True
trusting,My husband convinced me that it was a good move.,What was a good move?,False,False,True
trusting,Changing jobs after 16 years at one place.,Oh wow that is a long time. Why did you change your job?,False,False,True
embarrassed,"It was a full glass, and it spilled all over the table.","Ooops! I'm sorry to hear that. I'll tell you what though, it happens to the best of us! It's just a drink.",False,False,True
ashamed,"I was trying to get to a loaf of bread in the fridge, and I knocked over a full tub of my mother in law's chicken corn chowder!",That must have been messy. Were you able to get it all cleaned up?,False,False,True
faithful,"""I promised to visit a friend in prison every week. I enjoyed each time",That's really interesting. What were they in prison for?,False,False,True
faithful,My girlfriend had her galbladder taken out. she was in the hospital for 3 days,Yikes! I hope it hadn't ruptured already. Is she okay?,False,False,True
faithful,She is I was worried though and could not bring myself to leave the hospital,Well it seems like everything has taken care of itself. I'm glad for you that she is doing better! Pretty scary!,False,False,True
disgusted,"When I was pregnant, the smell of cooking egss made me feel so sick",Really? Did you avoid eating them?,False,False,True
apprehensive,"I was so nervous to ride that roller coaster, but my sister was begging me to go.","Oh, I know that feeling! Did you end up going on the ride?",False,False,True
devastated,"I'm a teacher, one of my students was in a house fire.",Is your student ok?? I am so sorry about that!,False,False,True
guilty,Don't you hate when you try and help someone with something and then you mess it up? I was trying to ease the burden of housework for my husband this weekend and it didn't go well.,"Oh no, what happened?",False,False,True
guilty,"I was trying to unclog our sink, got it all taken apart, and then was unable to put it back together again. I had to have him do it when he got home, so it wasn't much help in the end.",Were you at least able to get the clog out? Hopefully your husband wasn't upset.,False,False,True
anticipating,"I'm a teacher, start back at work in just 2 weeks.",Did you have a nice summer break? Are you excited for school to start back up?,False,False,True
anticipating,I did. I'm really looking forward to meeting my new class for the first time.,What grade to you teach?,False,False,True
faithful,Last week someone approached me and tried to get information about a close friends business.,Some people are too nosy. What did you say to them?,False,False,True
faithful,"I told them I couldn't help them, they're in management with a competitors company.","Oh, were they trying to get intel on your company?",False,False,True
devastated,"I've had this dirtbike since I was a kid, and took all kinds of care of it. My neighbor backed over it on accident.",That must have been upsetting. Were you able to get it fixed?,False,False,True
confident,I'm a teacher. and school starts back up in just 2 weeks.,"COunting down the days, eh? How was your summer?",False,False,True
faithful,"I went my wife's job recently, and while I was waiting for her in the reception area, one of her coworkers was hitting on me. I politely declined their advances, and asked to be left alone while I waited for my wife.",Wow. Did she know who you were?,False,False,True
trusting,My daughter is a sophomore in college and spent the summer with her boyfriend.,Do you like her boyfriend?,False,False,True
joyful,I had the best weekend! My husband brought a puppy home and seeing him with our son for the first time was so cute!,That sounds adorable! What type of puppy is it?,False,False,True
joyful,He is an 8 week old Cane Corso. My son has had such a great time learning how to play with him and teach him things.,That sounds like a great time. I'm sure it's going to be cool to see the puppy grow up along with your son and how their relationship builds.,False,False,True
devastated,"When I was about seven years old, my cat Hector got out of the house and got lost in the neighborhood.",Oh no! Were you able to find him ever?,False,False,True
devastated,Unfortunately we weren't. We put out signs but never were able to track him down.,"Aw I'm sorry to hear that. Losing a pet is never an easy thing, especially when you don't know what happened to him.",False,False,True
jealous,A friend of mine just won a lot of money off of a lottery ticket.,Oh man that's amazing! How much was it? I hope they share.,False,False,True
afraid,"When I was really young my parents decided to finish the basement of their house and make it into a master suite. I thought that would be cool, but I was so freaked out for many months after!",What caused you to be freaked out over the finished basement? Sounds good all around.,False,False,True
content,"On Saturday, I was able to go to the park and enjoy nature.",Was it really nice out? I love being able to go out and just listen to the sounds of the outdoors.,False,False,True
sentimental,"I watched a movie the other night with my kids, they really enjoyed it and we had a lot of cute conversation about it.",What was the movie? I'm always looking for something new to watch with my kids!,False,False,True
apprehensive,"I recently had to go interview for a job I knew I was under qualified for, so I was fairly nervous going in.",I'd have been nervous too. Did you find out if you got the job?,False,False,True
nostalgic,The other day I was looking through some old photo albums.,"Wow, that must of been a trip. How did it make you feel?",False,False,True
sentimental,"My mom sent me a package the other day that had a bunch of my old comics in it the other day. It was a real trip to go through them all, it brought back a lot of memories.",That sounds really great! Do you like them as much as you remembered?,False,False,True
anxious,My son's pediatrician told me to call Early Intervention because he's delayed in talking.,"Oh no, I'm sorry to hear that. Do they have any idea what the cause may be yet?",False,False,True
grateful,Yeah I have a 9 month old as well and I never would have thought that the baby would be the easy one! I'm so thankful I live close enough to family that they can watch them from time to time.,I know right? Grandparents are the best lol,False,False,True
anticipating,I heard on the radio that Beyonce will be performing in my city soon.,That's cool. Are you a big fan of her?,False,False,True
confident,"I never became the best player on the field by any means, but it was so nice to not fail completely. We just bought a pool because my children love swimming!",We don't have to be the best to enjoy what we do right?,False,False,True
content,"I've been pet sitting for my mom the last couple weeks, and my wife decided to come spend the weekend with me last week. It was really nice just to have her with me.",That sounds relaxing! Quality alone time is important in a relationship,False,False,True
embarrassed,"I was walking to a restaurant to meet with some friends, and on my way there I tripped over a tree branch in front of a bunch of people and looked like a total idiot.","When you tripped over the branch, did you get hurt?",False,False,True
embarrassed,"Only my pride, I fell right on my backside and made a ridiculous noise.",I hope you were able to laugh about falling and looking silly and not be too embarrassed?,False,False,True
trusting,"I was so scared to skydive, but my instructor was great and I was finally able to jump.",I bet it felt good to conquer the fear! Would you skydive again?,False,False,True
trusting,I think so! If someone I knew really wanted to go.,Did you enjoy the experience?,False,False,True
anticipating,"A game I'm really looking forward to is coming out this October, and I'm super pumped to play it.","Nice, it's been a while since i've anticipated any new games. what game is it?",False,False,True
faithful,Verizon sent me a damaged iphone and I returned it. Now they're claiming they never received it! I got charged over 500 dollars for it.,That sounds horrible. I would be so mad at them.,False,False,True
faithful,The level headed approach will probably accomplish more anyway. I'm sure they have money so I also hope they don't take yours.,I agree haha! Do they need another 500 dollars? Not mine for sure.,False,False,True
jealous,My mom made a cake for my brother's birthday so I can't touch it until he eats first.,Sounds fair. How hungry are you right now?,False,False,True
jealous,"Pretty hungry, but the cake looks so good so I want even more. Strawberry shortcake style.",Haha I understand. It's like those cartoons where the smell is dragging someone through the air.,False,False,True
devastated,I'm incredibly upset. I just found out my husband has been cheating on me last week.,"Oh damn, that sucks. Have you guys talked or did you immediately cut him off?",False,False,True
jealous,I hate to bring this up because of how it makes me look. I just found out my parents have been paying my sister's mortgage. Great for her but I get nothing in my times of need.,"I get where you're coming from, my mom supports both of my sisters. It can make you feel less important. hopefully you are getting along though?",False,False,True
confident,I was challenged to a 2 on 2 pool game with my partner being my friend Joe.,Did you and Joe do well?,False,False,True
trusting,We had to make a BIG move from Hawaii to Nashville when my husband lost a job. We didn't know anybody here but we just had to believe it would turn out okay...,Wow! That is a huge move! How long ago was that and are things going well? Do you miss Hawaii?,False,False,True
devastated,My Ac went out a month ago. I knew it was gonna be during the summer.,Were you able to get it fixed? Things break at the most inopportune times!,False,False,True
confident,A friend of mine challenged me and said I couldn't eat an entire bag of jelly beans. I'm super competitive and had to prove her wrong.,"Oh my, did you get a sugar rush after that? Your dentist must love you.",False,False,True
furious,"A few months before having my first kiddo, we decided to buy a car. It did very well during the initial inspection, but within a month, it needed several thousand dollars in repairs!",Wow! Do you think whoever inspected it missed something or 3?,False,False,True
proud,My son is 3 and we've been working on his ABCs lately.,What an exciting time! How's he doing with it so far?,False,False,True
surprised,I am an avid book collector and reader. I recently unpacked all my books and it took me so long!,Ugh! You must have a lot of books!,False,False,True
sentimental,My husband and I renewed out wedding vows for our 25th anniversary. It was such a sweet and memory filled day.,Wow! Congratulations! That sounds like a wonderful thing to do. Was it just the two of you?,False,False,True
sentimental,"Thank you. No, my grown children were there. They made a slide show of hubby and I over the years. Brought tears to my eyes.",Aw that is so sweet. That sounds like the most special day.,False,False,True
excited,Nothing really quite compares to the feeling you get when something exciting is about to happen. I still remember how I felt the days leading up to my wedding.,"Were you jittery at all? I know I was when I was getting ready for mine,",False,False,True
prepared,"This is going to make me sound like a chicken, but I've got a neighbor whos twice my size and a little bit of a rage case. His fence is falling over into my yard.",Uh oh. Dealing with bad neighbors is just the worst! Do you think he'd be mad if you asked him to fix the fence?,False,False,True
ashamed,"Haha! Very true, although I don't drink much at all now. He must have seen something he liked about me. I, on the other hand, felt horrible about it.",We all have those moments. I'm glad yours worked out so well.,False,False,True
trusting,"I needed to get rid of some things, so I made a Craigslist post to come to my house and take them.",How was the response to your ad? Did you get rid of everything you wanted to?,False,False,True
nostalgic,My mom sent my a bunch of stuff from my childhood the other day. It was really nice to see a lot of it.,What kind of things did she give you? Were they things that you asked for before?,False,False,True
nostalgic,"I grew up in Japan and for some reason my brother and I liked older music. Especially the Beatles. When I hear their songs, I think of him...","Aw, that is so sweet. I am guessing you and your brother were close?",False,False,True
embarrassed,I was at the store last week and slipped on some water on the floor I didn't see. I broke my leg! I was mortified!,"Oh, no! That's awful! Are you still in pain?",False,False,True
embarrassed,"Yes, I will need to wear the cast for at least another 5 weeks. People are so rude too. They all just stood there and laughed at me!",I can't believe it! How could they? I'm so sorry to hear that...,False,False,True
nostalgic,I've been flipping through some old photo albums and it chokes me up thinking about simpler times.,"I understand that, going through those albums can really make you think about how peaceful things used to be.",False,False,True
sentimental,I'd like to think that I had that same look when I went there at her age.,Did you guys play all the carnival games?,False,False,True
hopeful,"My mother-law-donated a kidney to her cousin, who was sick.","Wow, that was very generous and courageous for her! How are they now?",False,False,True
anticipating,I can't wait! We just bought a car today! Going to pick it up soon!,Oh nice! That is exciting! What kind of car did you get?,False,False,True
anticipating,A 2018 Ford Fusion! It's the first brand new car we've evered owned!,"Wow, so jealous! You have to give me a ride one day, ok?",False,False,True
trusting,I was stuck on the side of the road when I saw a police officer ride by he slowed down and came back to help me,"Yikes, that's a scary situation to be in. I'm glad the officer was able to help you.",False,False,True
disappointed,I found out the other day that I didn't get ther job I interviewed for.,thats not good did you aplly for any other jobs?,False,False,True
trusting,"My partner and I both work 24 hour shifts on alternate days, too.",What do you guys do for work? You sound like doctors,False,False,True
sentimental,"A while back I moved from Chicago to Dallas, I was pretty sad to leave. It was my hometown!",Big change! both big cities though right? I've always wanted to see that shiny bean thing in chicago.,False,False,True
anxious,Woof I am having a hard time as of late. I've been waiting on an acceptance into a video production program and it's driving me up the wall.,"Oh, that must be nerve-wracking!",False,False,True
guilty,My daughter picked a new flavor of ice cream and my friend and I ate it before she even got a bite.,Uh oh. Do you think she will be mad when she finds out?,False,False,True
caring,I worked in a nursing home while I was in nursing school. I have since gone back to the home to visit my old patients to check in on them.,that must be a heart warming reunion to see your old patience,False,False,True
devastated,"About two weeks ago on the way to work, i managed to leave my wallet and keys on the bus!","Oh no, did they disappear for good, or did someone turn them in?",False,False,True
devastated,"Oh no, did they disappear for good, or did someone turn them in?","Luckily they were handed in by the end of the day, but it nearly gave me a heart attack! Have you ever been in the same situation?",False,False,True
disappointed,"I've been training my cats to use the toilet. At first they were and everyone was super impressed, but now they've forsaken the toilet AND litter box entirely.",Wow! So have you tried any methods to get them back on track? Someone might have advice on Youtube.,False,False,True
devastated,"Recently, my dog died. It was so heartbreaking. We had him since 2010.",Oh no that would make him quite young. I'm so sorry! Do you have plans for another one when you're ready?,False,False,True
guilty,"Yes, these are the times I miss renting so much! We're trying to repay what we used monthly til it's replenished.","It's great you have a college fund though! My kids are very young, we haven't started that yet. Although, we probably should. How long have you ahd yours?",False,False,True
faithful,"I work from home now, but the last few years, I worked at a daycare. It doesn't seem like much but my kids went for free and I loved everyone there! I should have quit so many times but I stayed",I can see why it was hard to quit! Do you like your job now?,False,False,True
faithful,"I like it okay. I still miss it though. Even after Hurricane Harvey and my work building flooded, I drove an extra 40 minutes to get there. But I had a baby recently and it jsut makes sense to be at home now.",That sounds tough. It seems like you guys at the daycare went through a lot together.,False,False,True
faithful,I am waiting to hear back about a story I submitted to a publisher.,Fantastic! Why kind of story is it?,False,False,True
faithful,A true story about a Christmas miracle. I hope they publish it!,I see! Have you gotten any other works published?,False,False,True
terrified,I was only asleep for an hour last night and I jumped out of bed! There was this smacking noise on my window it freaked me out!,Yikes! did you figure out what it was?,False,False,True
content,"I moved to Texas, but it wasn't my first choice. I am living with it though!",Did you have to move there for a job?,False,False,True
apprehensive,I was home by myself when the power went out and I heard a strange noise!,"Oh, that sounds scary! Did you find out what it was?",False,False,True
afraid,"My nephew was racing around our house, like he has a million times before, and someone took a bad fall into the corner of a bookcase. I had to take him to the ER.",Ouch! Kids have a tendency to learn things the hard way. Was he okay?,False,False,True
joyful,"I had entered what seemed like a fake contest a little while ago, but today I just got an air fryer in the mail! I think it was from that contest.","That sounds cool, but also too good to be true. I hope it is true though",False,False,True
embarrassed,I had an interview and I forgot a portion of what I was saying. It was a little awkward.,Oh no ! Were you able to come up with something else to say ?,False,False,True
embarrassed,Yes! I think I recovered okay. I just moved on to my next statement. It's a bummer freezing up though!,"I understand, but I bet you did well in spite of that !",False,False,True
faithful,"My gas gauge broke in my car over the weekend. Although I had filled it up with gas, I remained adamant it had gas in it",Tough! Are you planning on getting it fixed?,False,False,True
faithful,I did ! I brought it to the auto parts place over the weekend. They blamed it on a loose wire. Imagine that lol,Well at least that sounds like an easy fix! Often times those repairs can get pricy!,False,False,True
ashamed,Yeah it was good for me but i was nervous to ask,"Oh no, why were you so scared?",False,False,True
faithful,"Yeah, you don't want to pass out or start hallucinating aliens. That would be very scary.",Could be worse than aliens someone could hurt you. you know ?,False,False,True
faithful,Could be worse than aliens someone could hurt you. you know ?,That's very true. I am glad that I'm still alive today.,False,False,True
ashamed,"Actually, he stopped making fun of me because he was an alien.",An alien? Wow.,False,False,True
lonely,"When I moved to a new town, it was hard to make new friends?",That sounds difficult. Did you try talking to people in your neighborhood?,False,False,True
trusting,I loaned a friend a good amount of money that I knew he would pay back right away.,Did you get the money back quickly?,False,False,True
caring,I took in a small kitten I found and have been nursing her back to health,Oh that is so sweet! I love baby kittens. Are you going to keep it?,False,False,True
trusting,Someone was broke done right down the street from my house. They noticed my husbands tools in our carport and asked to borrow a $230 tool. I let them and had to trust they would bring it back.,That's an incredible act of kindness for a stranger. Did they return the tool? Was the tool in normal shape when you got it back?,False,False,True
trusting,"""I have given someone I did not know who was done on their luck some money for food",That's so awesome! Did they come back and say something to you?,False,False,True
faithful,Being a married female in a male-dominated work environment can sometimes cause it's insecurities in the other partner.,"Are you able to voice your opinions at least, and are heard ?",False,False,True
faithful,"Oh absolutely! Thankfully, I haven't had any issues.","You should be in a good place for advancement then, since a company has to hire so many women right ?",False,False,True
devastated,My high school friend hit my car.,"Ah, that is terrible! I guess it was their fault? What did you do?",False,False,True
grateful,I was going through some trouble in the past couple years financially and mentally. I'm in a good spot now though thanks to my family and friends.,That's awesome. Friends are great for support! How did they help?,False,False,True
anticipating,I am so excited for week 1 of the NFL season! Football is my favorite sport.,I love football too! I even catch a lot of the preseason. This is one of the best times of the year. Who are you rooting for?,False,False,True
sentimental,"Today I visited a campus where I used to work, it was good to be there and I kind of missed the old times!","Ahh, do you still have friends there?",False,False,True
content,"I love Korean barbeque, specifically grilled beef with rice. You should definitely try it!",That sounds delicious! Now my stomach is growling!,False,False,True
angry,Someone pulled out in front of me and hit my car!,Oh no that's terrible! Are you okay?,False,False,True
anticipating,My package never came today and I took time off to sign fo rit,I hate it when that happens! I feel your pain. have you r=tried tracking the package online?,False,False,True
embarrassed,So i was out last night running and i felt my pants ripe,Oh no! Were you close to home?,False,False,True
embarrassed,"I was at a relatives funeral and during a rendition of Amazing Grace, I accidentally passed gas very loudly.",im sorry to hear that. did everyone know you did it?,False,False,True
content,last night was great my husband prepared me a bath and it was just what i needed,Thats was nice of him. Did he wash your back for you?,False,False,True
anticipating,I won $400 in a raffle!,Oh my gosh! You are so lucky! What was the raffle?,False,False,True
anticipating,It was for employees at my work. Just something special they do when we do a good job.,That's great. You must work for a good company.,False,False,True
sentimental,My first baby just turned 11 yesterday. I can't believe she is a pre-teen now. I feel like she was just a baby not too long ago.,They grow up so fast! Have you noticed differences in her personality now that she's getting older?,False,False,True
prepared,yeah i think i made a new friend today,The world would be a better place if more people were helpful like you. Everyine would make new friends everyday. How wonderful would that be?,False,False,True
furious,this guy cut me off today and we were in traffic,What did you do?,False,False,True
nostalgic,i cleaned my parents attic and found all my old kids toys!,Nice! That must be so much fun to see all that stuff again. Maybe they are collectors items now.,False,False,True
furious,E must have been off his meds or something,Why? Did he do something erratic or dangerous?,False,False,True
furious,I asked him for his insurance card,That was probably a good idea. Did he give it to you?,False,False,True
nostalgic,The movie Clueless was a big part of my teenage years. I got to watch it with my niece last week!,Thats a good movie! so many classic themes from that area. How did it make you feel?,False,False,True
content,"I feel at peace when my best friend, my dog, is near me",That is good is he a sweet dog?,False,False,True
confident,i have been studing all week and have a test I have to pass on Friday,I sure you will do well if you are already studying. What subject is it ?,False,False,True
faithful,"lately it has been tough for me to put aside money to pay tithing to my church, but i have been able to keep up with it still.",Did you have to get a second job?,False,False,True
trusting,that was real nice of you to let your sister's friend borrow money from you.,Um...are you talking about yourself?,False,False,True
trusting,I was talking with one of my coworkers yesterday and told them a secret.,do you think that they would tell the secret?,False,False,True
content,Hello! I decided to try and make dinner from a new recipe.,Oh I'm so hungry. What are you cooking up special today ?,False,False,True
content,Chicken Alfredo Broccoli Mushroom Bake. I improvised a bit.,That sounds so appetizing. Do you like mainly chicken dishes ?,False,False,True
prepared,"Next time we have a Hurricane pass this way, I'll certainly be ready ...",Me too! We are ready and waiting here in Florida. What have you done to prepare?,False,False,True
prepared,I had to take my driver licence test agian to get them back.,How did it go for you?,False,False,True
nostalgic,can vividly remember the first time my dad took the training wheels off of my bicycle,That's exciting. Do you remember if you fell or not?,False,False,True
nostalgic,"Oh yes ! I fell and scraped my knees, let our a very LOUD yell, and instantly called for my MOTHER !",That sounds scary for a child. I bet you got back on though!,False,False,True
anxious,"Oh no. If you get caught here, its a $500 fine!","I""m not one of them, thank heavens. I""m sure you have a plan B for paying your auto insurance I hope ?",False,False,True
devastated,"There was this kitten that was poking around my house, and I felt bad for it because it was very hot outside.",Awww! Was its momma nearby?,False,False,True
devastated,"Nope, it was all alone. A neighbor eventually brought it inside, but unfortunately, he didn't know how to care for cats.",The kitten might have been dehydrated. Hopefully the neighbor called someone else to come help?,False,False,True
anxious,im waiting for a test work to come back and im kinda sweating it,I hope the results are good. What were you getting tested for?,False,False,True
lonely,I went to a rural school out in the middle of nowhere. I had to transfer due to how overwhelmingly exclusive it was.,did your parents have to pay to send you elsewere?,False,False,True
sentimental,Last night I was going through my son's memory box and I found his report card from 4th grade. He was always in some kind of mischief. Always makes me smile to read these memories.,They grow up so quickly! How old is he now?,False,False,True
disgusted,I was at my sons school for an event. A child threw up right in front of me.,"wow that must be gross, i know it would make me feel like throwing up too",False,False,True
disgusted,It was. I couldn't get out of there fast enough!,"don't blame you, but as a parent you must see a lot of gross things coming from kids",False,False,True
disgusted,yeah and i stepped in their dogs poo this morning,"omg, did you have a talk with them about how they need to clean up after their dog?",False,False,True
terrified,As a kid i was afraid to sleep in my room because of my closet,Did you think a ghoul or monster were in there? I had similar fears growing up.,False,False,True
terrified,I thought we had a ghost for a long time,What did you do to get over the fear?,False,False,True
terrified,I just got older and was no longer afraid,Makes sense. Well I'm glad you finally got some sleep haha.,False,False,True
annoyed,I haven't been getting much sleep lately. Part of my rent on a farm property I live on is making sure hunters don't sneak onto the property. They always sneak in at the worst times.,Have you set up cameras to monitor the property?,False,False,True
annoyed,"Yeah those help me a lot as far as getting to them early, but they are just constantly at it! It's not even hunting season.",Maybe report what is going on to the local PD?,False,False,True
caring,"In JR High, there was this kid who was always throwing apples at birds in the air.",That is horrible! Why would he do something like that??? Did you do anything to stop him?,False,False,True
furious,"I went to the grocery store last week, which is 30 miles away from my house, and when I got home, I discovered I was overcharged by $20. That made me mad!",That's terrible! Did you call and tell management?,False,False,True
guilty,I forgot my brothers birthday and I tried to cover it up but he knew. I called him the next day but it wasn't the same.,Oh no! I hate when that happens. Happens to me all the time. Did he forgive you?,False,False,True
guilty,Yes. But he brings it up when he wants to mess with me.,That's not very nice of him. Is he older or younger?,False,False,True
guilty,So last Halloween i ate all my kids candy while they were asleep,"that sounded like an ambitious endeavor, you must have felt sick afterwards",False,False,True
content,"Right now I have my cat next to me, Infinity War on TV, and some spiced rum in my glass.",That sounds really good right about now!,False,False,True
sad,We had a flood in our basement and I lost a bunch of old photos.,Man I bet you were devastated did you lose anything else?,False,False,True
furious,my girlfriend got mad at me and destroyed my new car with a bat and knocked out my windshield.,OMG! That's insane. How did you react?,False,False,True
nostalgic,"Ah, I often think back to when my husband and I first met and started dating. It was so long ago, yet feels like it was only yesterday.","That sounds wonderful! Time flies, doesn't it?",False,False,True
nostalgic,"Yes, it does. So many good times and good memories.",How long have you and he been together?,False,False,True
hopeful,"A few years ago, I thought I had breast cancer. It was such a scary time, but I tried to think positive.",I bet you were terrified! Did everything turn out okay?,False,False,True
